beginning_time_s,candidate,dt_s,tail_cells,tail_drained_m3,physical_velocity_max_m_per_s,restoration_delta_velocity_max_m_per_s,terminal_velocity_max_m_per_s,physical_impulse_max_kg_per_m2_s,restoration_impulse_max_kg_per_m2_s,terminal_axis,terminal_face,terminal_provisional_momentum,terminal_physical_momentum,terminal_momentum,terminal_face_density,terminal_physical_velocity,terminal_velocity,restoration_axis,restoration_face,compatibility_residual_max,column_stress_rate_max,column_buoyancy_rate_max,column_advection_rate_max,column_source_rate_max,column_pressure_rate_max,column_restoration_rate_max,column_total_rate_max,column_closure_residual_max,column_vreman_min_m2_per_s,column_vreman_max_m2_per_s,attempt_velocity_max_m_per_s,attempt_velocity_axis,attempt_velocity_face,attempt_velocity_x,attempt_velocity_y,attempt_velocity_z,force_inclusive_provisional_byte_identity,force_inclusive_provisional_difference_count,force_inclusive_provisional_difference_max,source_packet_field_sha256
2.1081581366597675,0,0.0015214106533676386,18921,0.004310563377392657,10.589154243469238,1.1814742088317871,10.132572174072266,1.6054954528808594,0.46837711334228516,2,388022,4.5977811813354492,4.9608778953552246,4.7597427368164062,0.46974673867225647,10.560750007629395,10.132572174072266,2,211864,2.3355414668912999e-07,1.1683713859968055,8.9757460850705861,302.19727231644055,0,577.45178056653629,158.15604073757856,602.72492891093896,9.7943058108285186e-06,8.5768479038961232e-06,0.0013786815106868744,10.132572174072266,2,388022,35,34,81,0,1531780,0.30486917495727539,c6aef00c7ceaa408d3e69daf22c71ee96d69f2d4b8c7519c65d3bc269cc0aed7
