beginning_time_s,candidate,dt_s,tail_cells,tail_drained_m3,physical_velocity_max_m_per_s,restoration_delta_velocity_max_m_per_s,terminal_velocity_max_m_per_s,physical_impulse_max_kg_per_m2_s,restoration_impulse_max_kg_per_m2_s,terminal_axis,terminal_face,terminal_provisional_momentum,terminal_physical_momentum,terminal_momentum,terminal_face_density,terminal_physical_velocity,terminal_velocity,restoration_axis,restoration_face,compatibility_residual_max,column_stress_rate_max,column_buoyancy_rate_max,column_advection_rate_max,column_source_rate_max,column_pressure_rate_max,column_restoration_rate_max,column_total_rate_max,column_closure_residual_max,column_vreman_min_m2_per_s,column_vreman_max_m2_per_s,attempt_velocity_max_m_per_s,attempt_velocity_axis,attempt_velocity_face,attempt_velocity_x,attempt_velocity_y,attempt_velocity_z,force_inclusive_provisional_byte_identity,force_inclusive_provisional_difference_count,force_inclusive_provisional_difference_max,source_packet_field_sha256
2.6988467698683962,0,0.00026660779258236289,32,6.1921133711069369e-06,62.343986511230469,1.6168861389160156,63.960872650146484,5.3986992835998535,0.36649751663208008,2,7141,15.175383567810059,13.241480827331543,13.584897994995117,0.21239387989044189,62.343986511230469,63.960872650146484,2,7141,5.2817449613939971e-07,165.05194019501397,9.5389795442949321,11691.86634461989,0,10964.955961929896,1374.6691838306201,11778.562187041991,0.00044713355418934952,0.00031672589830122888,0.01935882493853569,63.960872650146484,2,7141,34,34,1,0,1530911,5.6721258163452148,fe6c487411332d69b4fba3f4ec15e169bf1c0a356af34f5bc77f59cfe3e3c84e
