beginning_time_s,candidate,dt_s,x,y,z_face,beginning_momentum,stress_rate,buoyancy_rate,advection_rate,source_rate,pressure_gradient_rate,restoration_rate,total_rate,closure_residual,lower_vreman_m2_per_s,upper_vreman_m2_per_s
2.1081581366597675,0,0.0015214106533676386,30,33,0,0.010123986750841141,3.0607205640173426e-07,4.483556202251803,0.41980598398416752,0,-145.3007793053664,158.15604073757856,17.758616578790829,-7.3457293510159616e-06,0.00041550101013854146,0.00041550101013854146
2.1081581366597675,0,0.0015214106533676386,30,33,1,0.45043477416038513,0.044711618143278148,8.9757460850705861,-7.3173650440307609,0,13.178336403491119,59.318880100709947,74.200309163384176,1.4210854715202004e-14,0.00041550101013854146,0.0013786815106868744
2.1081581366597675,0,0.0015214106533676386,30,33,2,0.52771085500717163,-0.57354781434709701,8.7507353763745126,-27.277082900687727,0,-53.677164070997087,65.490448485853889,-7.2866109238035142,-6.2172489379008766e-15,0.0013786815106868744,0.00055227131815627217
2.1081581366597675,0,0.0015214106533676386,30,33,3,0.76391804218292236,-0.38257170617878372,8.3546273274293057,-16.013298218706542,0,-41.290325108207952,47.258152343999278,-2.0734153616646891,4.4408920985006262e-15,0.00055227131815627217,0.00042198851588182151
2.1081581366597675,0,0.0015214106533676386,30,33,4,0.59284257888793945,-0.32747567530590754,7.7978669532317308,42.091851918054104,0,63.111920909756336,47.240169998541568,159.91433410427783,0,0.00042198851588182151,0.00086401635780930519
2.1081581366597675,0,0.0015214106533676386,30,33,5,0.41485649347305298,0.3407720575801117,6.4347328121028236,-6.0688261172510014,0,14.803055027623769,72.863112180458856,88.372845960514567,1.4210854715202004e-14,0.00086401635780930519,0.00077417417196556926
2.1081581366597675,0,0.0015214106533676386,30,33,6,0.68244373798370361,0.27401866029506267,4.3410582349528477,-58.477177048452276,0,-244.89827190186594,76.073519120091802,-222.68686272928431,-9.7943058108285186e-06,0.00077417417196556926,0.00052490923553705215
2.1081581366597675,0,0.0015214106533676386,30,33,7,1.420229434967041,-0.075502160945236207,2.6438042063176641,-90.236349760169588,0,-389.19104084240826,96.900473784239708,-379.95861477296569,0,0.00052490923553705215,0.00069359259214252234
2.1081581366597675,0,0.0015214106533676386,30,33,8,1.8201680183410645,-0.39825789906937259,2.1913994058223167,5.7476904185213993,0,-132.76440088154874,42.57663087817123,-82.646938078103162,0,0.00069359259214252234,0.0006158350151963532
2.1081581366597675,0,0.0015214106533676386,30,33,9,1.4684737920761108,0.2016861815659228,2.7874575956295358,67.195989721488203,0,283.11044258172393,48.723772264637859,402.01934834504544,-5.6843418860808015e-14,0.0006158350151963532,0.00058909278595820069
2.1081581366597675,0,0.0015214106533676386,30,33,10,1.1079232692718506,0.49768081551062998,2.8489159463388347,-19.49795551518125,0,-148.87928564006324,113.98131215845228,-51.049332234942746,-7.1054273576010019e-15,0.00058909278595820069,0.00062536023324355483
2.1081581366597675,0,0.0015214106533676386,30,33,11,2.4008395671844482,-0.4024604214397966,2.5337013645763529,-136.20839222032168,0,-405.21777684867902,116.61500098937792,-422.67992713648624,-5.6843418860808015e-14,0.00062536023324355483,0.0005572228692471981
2.1081581366597675,0,0.0015214106533676386,30,33,12,2.2981264591217041,-0.30889679541026588,3.4114194566027316,69.566995270727617,0,276.25662244282535,9.7112500916303226,358.63739046637579,0,0.0005572228692471981,0.00046253952314145863
2.1081581366597675,0,0.0015214106533676386,30,33,13,1.2307678461074829,0.24325780648257556,4.2105656379941934,69.551089318100537,0,161.85051165300487,79.93109461008639,315.78651902566855,0,0.00046253952314145863,0.00039634390850551426
2.1081581366597675,0,0.0015214106533676386,30,33,14,1.6677013635635376,0.3684320953891928,4.2960081011151887,-109.04251386774229,0,-350.27105527064498,111.7814327202353,-342.86769622164758,-5.6843418860808015e-14,0.00039634390850551426,0.00081182218855246902
2.1081581366597675,0,0.0015214106533676386,30,33,15,2.1233296394348145,-0.68848215653473788,5.4561935134455162,-51.607842729158826,0,-189.29823094942481,-9.0679600863674121,-245.20632240804028,-2.8421709430404007e-14,0.00081182218855246902,0.00030506722396239638
2.1081581366597675,0,0.0015214106533676386,30,33,16,1.4556972980499268,-0.14422972299407644,7.0159930301271318,148.93338938532926,0,141.62096067142414,9.380907745444155,306.80702110933061,0,0.00030506722396239638,0.00030438893008977175
2.1081581366597675,0,0.0015214106533676386,30,33,17,0.96179556846618652,0.03883870752504167,7.3939816133333558,18.658661862151572,0,108.27605067267751,39.450601883047113,173.81813473873459,0,0.00030438893008977175,0.00028428560472093523
