beginning_time_s,candidate,represented_dt_s,maximum_deviation,p95,tail_cells,tail_drained_m3,dynamics_passed,physical_valid,terminal_valid,token,next_available,suggested_dt_s,disposition,error
1.981275956146419,1,0.0013795292470604181,0.25261188079985519,0.049591422080993652,19336,0.0049375258462967453,0,1,1,0,1,0.001351604238152504,1,production realized manifold deviation exceeds the dynamics-validity bound
1.981275956146419,2,0.001351604238152504,0.25068919657458677,0.049382507801055908,19336,0.0049375247691852611,0,1,1,0,1,0.0013442755443975329,1,production realized manifold deviation exceeds the dynamics-validity bound
1.981275956146419,3,0.0013442755443975329,0.25018095970153809,0.049330711364746094,19336,0.0049375244863651569,0,1,1,0,1,0.0013423538766801357,1,production realized manifold deviation exceeds the dynamics-validity bound
1.981275956146419,4,0.0013423538766801357,0.25004734852277455,0.049315810203552246,19336,0.0049375244121864382,0,1,1,0,1,0.001341851195320487,1,production realized manifold deviation exceeds the dynamics-validity bound
1.981275956146419,5,0.001341851195320487,0.25001242875617469,0.049315810203552246,19336,0.0049375243927893301,0,1,1,0,1,0.0013417191803455353,1,production realized manifold deviation exceeds the dynamics-validity bound
1.981275956146419,6,0.0013417191803455353,0.25000321865081787,0.049316763877868652,19336,0.0049375243877063917,0,1,1,0,1,0.0013416848378255963,1,production realized manifold deviation exceeds the dynamics-validity bound
1.981275956146419,7,0.0013416848378255963,0.25000083446502686,0.049315989017486572,19336,0.0049375243863640384,0,1,1,0,1,0.0013416758738458157,1,production realized manifold deviation exceeds the dynamics-validity bound
1.981275956146419,8,0.0013416758738458157,0.2500002384185791,0.049315929412841797,19336,0.0049375243860276599,0,1,1,0,1,0.0013416731962934136,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,0,0.0014740511542186141,0.25544190406799316,0.052087664604187012,24318,0.0085980460880613081,0,1,1,0,1,0.0014096687082201242,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,1,0.0014096687082201242,0.25120961666107178,0.051910459995269775,24318,0.0085980408438414303,0,1,1,0,1,0.0013955016620457172,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,2,0.0013955016620457172,0.25026620490726681,0.051865041255950928,24318,0.0085980396884741146,0,1,1,0,1,0.0013923906954005361,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,3,0.0013923906954005361,0.25005841255187988,0.051861166954040527,24318,0.008598039434710025,0,1,1,0,1,0.0013917083851993084,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,4,0.0013917083851993084,0.25001300303819152,0.051855325698852539,24318,0.008598039379104902,0,1,1,0,1,0.0013915564632043242,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,5,0.0013915564632043242,0.25000286102294922,0.051853775978088379,24318,0.0085980393667004947,0,1,1,0,1,0.0013915230520069599,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,6,0.0013915230520069599,0.25000059604644775,0.051854372024536133,24318,0.0085980393639677188,0,1,1,0,1,0.0013915159506723285,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9856521978508681,7,0.0013915159506723285,0.25000011920928955,0.051854133605957031,24318,0.0085980393633339116,0,1,1,0,1,0.0013915145536884665,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,0,0.0014607877237722278,0.26342793071951487,0.054173111915588379,22632,0.0048759918184421427,0,1,1,0,1,0.001293722540140152,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,1,0.001293722540140152,0.25385022163391113,0.053563475608825684,22632,0.0048759988771476274,0,1,1,0,1,0.0012475298717617989,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,2,0.0012475298717617989,0.25107264518737793,0.053462386131286621,22632,0.0048760008337169159,0,1,1,0,1,0.001234792172908783,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,3,0.001234792172908783,0.25029623508453369,0.053440570831298828,22632,0.0048760013736062974,0,1,1,0,1,0.0012312843464314938,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,4,0.0012312843464314938,0.25008152820623075,0.053438425064086914,22632,0.0048760015223200436,0,1,1,0,1,0.001230319612659514,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,5,0.001230319612659514,0.25002264976501465,0.053431510925292969,22632,0.0048760015632487016,0,1,1,0,1,0.0012300516245886683,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,6,0.0012300516245886683,0.25000619888305664,0.053432047367095947,22632,0.0048760015746656159,0,1,1,0,1,0.0012299781665205956,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,7,0.0012299781665205956,0.25000166893005371,0.053433001041412354,22632,0.0048760015776937718,0,1,1,0,1,0.0012299582595005631,1,production realized manifold deviation exceeds the dynamics-validity bound
1.9899237675126642,8,0.0012299582595005631,0.25000059604644775,0.053433239459991455,22632,0.0048760015785698279,0,1,1,0,1,0.0012299511581659317,1,production realized manifold deviation exceeds the dynamics-validity bound
