beginning_time_s,candidate,dt_s,tail_cells,tail_drained_m3,physical_velocity_max_m_per_s,restoration_delta_velocity_max_m_per_s,terminal_velocity_max_m_per_s,physical_impulse_max_kg_per_m2_s,restoration_impulse_max_kg_per_m2_s,terminal_axis,terminal_face,terminal_provisional_momentum,terminal_physical_momentum,terminal_momentum,terminal_face_density,terminal_physical_velocity,terminal_velocity,restoration_axis,restoration_face,compatibility_residual_max,column_stress_rate_max,column_buoyancy_rate_max,column_advection_rate_max,column_source_rate_max,column_pressure_rate_max,column_restoration_rate_max,column_total_rate_max,column_closure_residual_max,column_vreman_min_m2_per_s,column_vreman_max_m2_per_s,attempt_velocity_max_m_per_s,attempt_velocity_axis,attempt_velocity_face,attempt_velocity_x,attempt_velocity_y,attempt_velocity_z,force_inclusive_provisional_byte_identity,force_inclusive_provisional_difference_count,force_inclusive_provisional_difference_max,source_packet_field_sha256
2.6960048334440216,0,0.00053892045980319381,1636,0.00019685347661784887,32.118804931640625,0.57849693298339844,32.694915771484375,3.6577517986297607,0.43080806732177734,2,7141,7.3474130630493164,6.8352375030517578,6.9578404426574707,0.21281108260154724,32.118804931640625,32.694915771484375,0,2414,3.496338649711106e-07,46.60506256734967,9.6089416706638584,2653.9338073655549,0,3461.4541737110312,624.82983065551173,3826.5313160772012,0.00011060007773266989,0.00031460021273232996,0.010159846395254135,32.694915771484375,2,7141,34,34,1,0,1532018,2.8538341522216797,416cb164d1261ecffb2d225bf1053d7829ee7fabc4d35f767fd9d8222376a3f7
