sample,time_s,centerline_heat_release_W
753,11.594364278913417,0
754,11.594746801616566,0
755,11.595167576590029,0
756,11.595630429066659,0
757,11.596139566820057,0
758,11.596699618348794,0
759,11.597315675018763,0
760,11.597993337338266,0
761,11.598738765889721,0
762,11.599558737325424,0
763,11.600460705893056,0
764,11.60145287130581,0
765,11.602544253306405,0
766,11.60374477350706,0
767,11.60506534572778,0
768,11.606517975182214,0
769,11.608115867558809,0
770,11.60976213352842,0
771,11.611408399498032,0
772,11.613054665467644,0
773,11.614700931437255,0
774,11.616347197406867,0
775,11.617993463376479,0
776,11.61963972934609,0
777,11.621285995315702,0
778,11.622932261285314,0
779,11.624578527254926,0
780,11.626224793224537,0
781,11.627871059194149,0
782,11.629517325163761,0
783,11.631163591133372,0
784,11.632809857102984,0
785,11.634456123072596,0
786,11.636102389042208,0
787,11.637748655011819,0
788,11.639394920981431,0
789,11.641041186951043,0
790,11.642687452920654,0
791,11.644333718890266,0
792,11.645979984859878,0
793,11.647626250829489,0
794,11.649272516799101,0
795,11.650918782768713,0
796,11.652565048738325,0
797,11.654211314707936,0
798,11.655857580677548,0
799,11.656864278913417,0
800,11.657971646949591,0
801,11.659189751801023,0
802,11.660529667125957,0
803,11.662003574041591,0
804,11.663624871602224,0
805,11.665271137571835,0
806,11.666917403541447,0
807,11.668563669511059,0
808,11.670209935480671,0
809,11.671856201450282,0
810,11.673502467419894,0
811,11.675148733389506,0
812,11.676794999359117,0
813,11.678441265328729,0
814,11.680087531298341,0
815,11.681733797267952,0
816,11.683380063237564,0
817,11.685026329207176,0
818,11.686672595176788,0
819,11.688318861146399,0
820,11.689965127116011,0
821,11.691611393085623,0
822,11.693257659055234,0
823,11.694903925024846,0
824,11.696550190994458,0
825,11.69819645696407,0
826,11.699842722933681,0
827,11.701488988903293,0
828,11.703135254872905,0
829,11.704781520842516,0
830,11.706427786812128,0
831,11.70807405278174,0
832,11.709720318751351,0
833,11.711366584720963,0
834,11.713012850690575,0
