accepted_step,time_s,dt_s,maximum_velocity_m_per_s,axis,face,x,y,z,manifold_max,manifold_p95,manifold_p50,tail_cells,tail_drained_m3,device_ms,wall_ms,owner_identity,owner_commits,owner_projections,owner_r0_iterations,owner_r1_iterations,owner_r2_iterations,owner_actual_working_set_bytes,owner_certified_working_set_bytes,owner_projection_device_ms,owner_nonprojection_device_ms,intermediate_seal_format,intermediate_digest_version,payload_digest_format,payload_digest_version,qualified_kernel_set_sha256,input_payload_root_sha256,publication_payload_root_sha256,publication_payload_bytes
389,0.62150591646786779,0.0016462659696117043,4.6700572967529297,2,78832,34,38,16,0.0032029151916503906,5.9604644775390625e-08,0,0,0,3996.2775411549956,5475.7571250000001,4496602230065941457,80,14,2,2,4,3016114176,5584011264,133.35570855997503,3862.9218325950205,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,7dc206654736510e0404fe2faa6f0ccf811a3c07a18559c37879ce59ce407616,d4b7da10fce8aeb4f0a22391b430cc5329513632fbcd9c81faf62d269ad56666,93556764
390,0.6231521824374795,0.0016462659696117043,4.6702094078063965,2,78832,34,38,16,0.0030810832977294922,5.9604644775390625e-08,0,0,0,4050.4276670981199,5478.6383750000005,1836569354206560051,96,22,2,2,4,3016163328,5584011264,205.08966688066721,3845.3380002174526,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,f7f9d9ba7baad4becc7f356a4d7e755a11f653fab0bfe2a97edc0e91e13c99a6,3f62bd68aac9ffed99a39f07e91ccbe7f057e7d79615dfef3d0c8f43ff20cd89,93556764
