# HITEMP pruned exponential-sum Planck-mean surface v1
# T_grid 300.0 2500.0 50.0
# columns T_gas T_rad kappaP_cm2_per_molecule d_dTgas d_dTrad d2_dTgas_dTrad
400.0 1150.0 2.90760339652262586e-20 3.18855195353675598e-25 -2.31830479518416462e-23 -8.59227898404317789e-28
400.0 1200.0 2.79022647785586652e-20 2.78421102903844486e-25 -2.36860993291513292e-23 -7.59590524604776290e-28
400.0 1250.0 2.67145573556880826e-20 2.42744993429216201e-25 -2.37603216694510490e-23 -6.68995837082252525e-28
400.0 1300.0 2.55315901055097788e-20 2.11367363918358850e-25 -2.35123834452114769e-23 -5.87634640543771458e-28
400.0 1350.0 2.43672562186701716e-20 1.83832429874659421e-25 -2.30276191779800625e-23 -5.15210556293505226e-28
400.0 1400.0 2.32316423632416342e-20 1.59706797005795835e-25 -2.23735176904829532e-23 -4.51152828576139309e-28
400.0 1450.0 2.21318395423578630e-20 1.38589455008763703e-25 -2.16029168757003057e-23 -3.94755174900956947e-28
400.0 1500.0 2.10726041928435358e-20 1.20116177665460534e-25 -2.07567896616835209e-23 -3.45263940012597958e-28
400.0 1550.0 2.00568907856183875e-20 1.03960426979581983e-25 -1.98665993241077398e-23 -3.01932067028074604e-28
400.0 1600.0 1.90862769551420667e-20 8.98321651568299079e-26 -1.89562495685153772e-23 -2.64050392494309317e-28
400.0 1650.0 1.81613003141705506e-20 7.74754981388374641e-26 -1.80436755591880690e-23 -2.30964166361935044e-28
400.0 1700.0 1.72817236043004984e-20 6.66657467266347380e-26 -1.71421282143258572e-23 -2.02080154045579468e-28
400.0 1750.0 1.64467422313089900e-20 5.72063203911230982e-26 -1.62612026505275299e-23 -1.76867909830213571e-28
400.0 1800.0 1.56551458053543655e-20 4.89256216878623224e-26 -1.54076566917895955e-23 -1.54857596463908622e-28
400.0 1850.0 1.49054431642586109e-20 4.16741124433276972e-26 -1.45860591118857159e-23 -1.35635899675266580e-28
400.0 1900.0 1.41959585341622020e-20 3.53216102889743586e-26 -1.37993009463285235e-23 -1.18841029419378764e-28
400.0 1950.0 1.35249049637455593e-20 2.97548444630429082e-26 -1.30489973709413741e-23 -1.04157427562746850e-28
400.0 2000.0 1.28904399243394532e-20 2.48752753962239742e-26 -1.23358025344746250e-23 -9.13105555985288159e-29
400.0 2050.0 1.22907069603214316e-20 2.05971682275396771e-26 -1.16596554039141066e-23 -8.00619751328601774e-29
400.0 2100.0 1.17238664639161509e-20 1.68459025418770320e-26 -1.10199710912744073e-23 -7.02048303662916095e-29
400.0 2150.0 1.11881180009662440e-20 1.35564969183564389e-26 -1.04157891971743464e-23 -6.15597765557804885e-29
400.0 2200.0 1.06817160989209406e-20 1.06723257625527156e-26 -9.84588833408781819e-24 -5.39713585495281236e-29
400.0 2250.0 1.02029809995174171e-20 8.14400632710054220e-27 -9.30887408785206578e-24 -4.73048202047623439e-29
400.0 2300.0 9.75030555515448830e-21 5.92843513454734532e-27 -8.80324615569252569e-24 -4.14433129604251619e-29
400.0 2350.0 9.32215919242065864e-21 3.98795476711677171e-27 -8.32744919001655007e-24 -3.62854661217783722e-29
400.0 2400.0 8.91708966468906697e-21 2.28963391126878213e-27 -7.87991091855558700e-24 -3.17432799239330113e-29
400.0 2450.0 8.53372315685647385e-21 8.04645473762237391e-28 -7.45907035279021544e-24 -2.77403034636136603e-29
400.0 2500.0 8.17076318028796428e-21 -4.92270575195801842e-28 -7.06339829713829140e-24 -2.42100620157881268e-29
450.0 300.0 1.07760024600989845e-20 1.62999414112294193e-25 1.35856326803608545e-23 4.15540578649223547e-27
450.0 350.0 1.19845132954624999e-20 3.86672306309260106e-25 3.60045217733982755e-23 4.62885861403180382e-27
