# HITEMP pruned exponential-sum Planck-mean surface v1
# T_grid 300.0 2500.0 50.0
# columns T_gas T_rad kappaP_cm2_per_molecule d_dTgas d_dTrad d2_dTgas_dTrad
500.0 650.0 9.58738040252022449e-21 6.38350498530058630e-24 -1.65862194150220455e-23 -2.29836237291550794e-26
500.0 700.0 8.82826563290949960e-21 5.35661270100203585e-24 -1.38995323525164922e-23 -1.83033808011842720e-26
500.0 750.0 8.18725652825693338e-21 4.53489728177676834e-24 -1.18266734426322184e-23 -1.47224903867953323e-26
500.0 800.0 7.63821382083959098e-21 3.87076172575290500e-24 -1.01987301409081484e-23 -1.19601626804284435e-26
500.0 850.0 7.16182278510788183e-21 3.32871881709828833e-24 -8.90546187135500177e-24 -9.80938844332897110e-27
500.0 900.0 6.74339726765890636e-21 2.88218367531504871e-24 -7.86905630147481366e-24 -8.11829951559217355e-27
500.0 950.0 6.37160882913863930e-21 2.51110088220835064e-24 -7.03159180646329656e-24 -6.77545693786433306e-27
500.0 1000.0 6.03766748609613203e-21 2.20021332654247626e-24 -6.34869121978223465e-24 -5.69879393562067531e-27
500.0 1050.0 5.73474126417594564e-21 1.93780684434854469e-24 -5.78595083853309071e-24 -4.82751719800455036e-27
500.0 1100.0 5.45751846864777560e-21 1.71480084468335466e-24 -5.31664585913764433e-24 -4.11625559968524867e-27
500.0 1150.0 5.20186705997730132e-21 1.52408802467432104e-24 -4.92007501060546634e-24 -3.53086001440641454e-27
500.0 1200.0 4.96456679169881140e-21 1.36005267883099616e-24 -4.58027777795537830e-24 -3.04539369544793718e-27
500.0 1250.0 4.74309873491139157e-21 1.21821703904036754e-24 -4.28500909028613038e-24 -2.63997256877584999e-27
500.0 1300.0 4.53548087531557599e-21 1.09497964007503700e-24 -4.02491467580137186e-24 -2.29920950174985961e-27
500.0 1350.0 4.34014068852831427e-21 9.87420140396715600e-25 -3.79287150903546304e-24 -2.01108743730481138e-27
500.0 1400.0 4.15581715323870616e-21 8.93152428768745174e-25 -3.58346558439240857e-24 -1.76613763245225194e-27
500.0 1450.0 3.98148594989386488e-21 8.10213068635058389e-25 -3.39258295170014370e-24 -1.55683579929541684e-27
500.0 1500.0 3.81630272427409522e-21 7.36975810436706661e-25 -3.21709277743122684e-24 -1.37715470657811432e-27
500.0 1550.0 3.65956028714536594e-21 6.72085496015666452e-25 -3.05460400796650833e-24 -1.22222985271035590e-27
500.0 1600.0 3.51065647107653493e-21 6.14406514242963673e-25 -2.90328005673089625e-24 -1.08810744901305432e-27
500.0 1650.0 3.36907007538882404e-21 5.62982271034147850e-25 -2.76169866584341524e-24 -9.71552790476564218e-28
500.0 1700.0 3.23434290953149682e-21 5.17003068911283833e-25 -2.62874656765265145e-24 -8.69903293332782968e-28
500.0 1750.0 3.10606640884816842e-21 4.75780461754574979e-25 -2.50354071610766574e-24 -7.80954847991457926e-28
500.0 1800.0 2.98387166188980828e-21 4.38726636211558464e-25 -2.38536965235520561e-24 -7.02873229681516188e-28
500.0 1850.0 2.86742197235544379e-21 4.05337725942560690e-25 -2.27365003060445390e-24 -6.34124512852587002e-28
500.0 1900.0 2.75640729714277998e-21 3.75180225913419309e-25 -2.16789449646476670e-24 -5.73420015491109512e-28
500.0 1950.0 2.65054006854591829e-21 3.47879867586807955e-25 -2.06768802548094152e-24 -5.19672440497937471e-28
500.0 2000.0 2.54955203473775177e-21 3.23112460669364900e-25 -1.97267053927125245e-24 -4.71960711312564396e-28
500.0 2050.0 2.45319184758184489e-21 3.00596316226231860e-25 -1.88252416126348571e-24 -4.29501607408845769e-28
500.0 2100.0 2.36122319787694919e-21 2.80085948897913023e-25 -1.79696388854883377e-24 -3.91626754736718138e-28
500.0 2150.0 2.27342335110779278e-21 2.61366819430450480e-25 -1.71573076981295966e-24 -3.57763860761207923e-28
500.0 2200.0 2.18958197610301110e-21 2.44250927677810166e-25 -1.63858691501560236e-24 -3.27421334717424077e-28
500.0 2250.0 2.10950018809094321e-21 2.28573104243570560e-25 -1.56531183893492550e-24 -3.00175623370186621e-28
500.0 2300.0 2.03298974909007960e-21 2.14187878644103818e-25 -1.49569977225284350e-24 -2.75660736956964223e-28
500.0 2350.0 1.95987238431884935e-21 2.00966825252578776e-25 -1.42955767160199147e-24 -2.53559550691708793e-28
500.0 2400.0 1.88997918484013522e-21 1.88796306787419164e-25 -1.36670373238961996e-24 -2.33596552654151816e-28
500.0 2450.0 1.82315007506062500e-21 1.77575549839298669e-25 -1.30696626166334020e-24 -2.15531775274143951e-28
500.0 2500.0 1.75923332980549762e-21 1.67214998719990614e-25 -1.25018280763262466e-24 -1.99155699516618475e-28
550.0 300.0 2.93662252892488738e-20 2.52330556319374496e-23 -1.68544135517802809e-22 -9.50139764159438235e-26
550.0 350.0 2.27012134363441369e-20 2.06161605444952760e-23 -1.04190176145767763e-22 -8.70674355065600543e-26
550.0 400.0 1.84821308716889145e-20 1.66406386321839664e-23 -6.80030771320969087e-23 -7.16866777790827945e-26
550.0 450.0 1.56461063072164011e-20 1.34347643192883606e-23 -4.72875961212101184e-23 -5.68979330695739855e-26
550.0 500.0 1.36166917380631804e-20 1.09081516547105032e-23 -3.48814243369879668e-23 -4.46195025974711575e-26
