accepted_step,time_s,dt_s,maximum_velocity_m_per_s,axis,face,x,y,z,manifold_max,manifold_p95,manifold_p50,tail_cells,tail_drained_m3
1526,2.1398536498527392,0.0010551472660154104,11.446514129638672,2,11312,46,45,1,0.21111559867858887,0.023611128330230713,0.00017017126083374023,30610,0.0021627954523319335
1527,2.1409227305193781,0.0010690806666389108,12.801424980163574,2,11312,46,45,1,0.24833822250366211,0.068306326866149902,0.00057423114776611328,7045,0.0010274968686274871
1528,2.1418416524174972,0.00091892189811915159,15.159546852111816,2,11312,46,45,1,0.24999988079071045,0.055414199829101562,0.00042700767517089844,66031,0.0086457887710370499
1529,2.1426488827783032,0.00080723036080598831,17.281553268432617,2,11312,46,45,1,0.1817324161529541,0.016226887702941895,7.82012939453125e-05,31778,0.0021265971335532445
1530,2.1433569931177772,0.00070811033947393298,18.1903076171875,2,11312,46,45,1,0.19778764247894287,0.048555672168731689,0.00045478343963623047,2132,0.00036312099744014391
1531,2.144029727576708,0.00067273445893079042,18.733236312866211,2,11312,46,45,1,0.15136384963989258,0.047795414924621582,0.00037872791290283203,1719,0.00024270800845277275
1532,2.1446829647393315,0.00065323716262355447,20.030954360961914,2,11312,46,45,1,0.14879673719406128,0.016417264938354492,6.0915946960449219e-05,1753,0.00021098091053030395
1533,2.1452938815564266,0.00061091681709513068,22.846763610839844,2,11312,46,45,1,0.15094912052154541,0.04531562328338623,0.00041639804840087891,2744,0.00030973711925939162
1534,2.1458295043194084,0.00053562276298180223,26.598760604858398,2,11312,46,45,1,0.13866579532623291,0.043877005577087402,0.00036084651947021484,2532,0.00031062848285364305
1535,2.146289572607202,0.00046006828779354692,29.911676406860352,2,11312,46,45,1,0.14775276184082031,0.014757156372070312,1.0192394256591797e-05,1539,0.00017932553528166107
1536,2.1466986852974514,0.00040911269024945796,32.169960021972656,2,11312,46,45,1,0.16636371612548828,0.035141646862030029,0.0003185272216796875,667,6.8039334916248492e-05
1537,2.147079078880779,0.00038039358332753181,33.922035217285156,2,11312,46,45,1,0.18261247873306274,0.038297176361083984,0.00032031536102294922,393,3.4815025535734312e-05
1538,2.1474398251084494,0.00036074622767046094,37.19610595703125,2,11312,46,45,1,0.18194854259490967,0.014481663703918457,2.0146369934082031e-05,466,3.3225023899130363e-05
1539,2.1477688177765231,0.00032899266807362437,42.651863098144531,2,11312,46,45,1,0.16945117712020874,0.030877292156219482,0.00027382373809814453,616,4.8010728128599037e-05
1540,2.1480557277900516,0.00028691001352854073,49.016124725341797,2,11312,46,45,1,0.15713292360305786,0.03371042013168335,0.00028920173645019531,494,4.3816673554685254e-05
1541,2.1483053853662568,0.0002496575762052089,54.303176879882812,2,11312,46,45,1,0.15420413017272949,0.014261066913604736,5.1379203796386719e-05,286,2.0887020131960936e-05
1542,2.1485307358307182,0.0002253504644613713,58.281238555908203,2,11312,46,45,1,0.16055798530578613,0.024299502372741699,0.00021064281463623047,113,7.437852966337354e-06
1543,2.1487407047170564,0.00020996888633817434,61.393375396728516,2,11312,46,45,1,0.16701430082321167,0.029626011848449707,0.00025719404220581055,65,4.4244588885860779e-06
