accepted_step,time_s,dt_s,maximum_velocity_m_per_s,axis,face,x,y,z,manifold_max,manifold_p95,manifold_p50,tail_cells,tail_drained_m3
41,0.067496904754079878,0.0016462659696117043,0.39819151163101196,2,1378,26,26,0,0.028347492218017578,4.76837158203125e-07,1.1920928955078125e-07,0,0
42,0.069143170723691583,0.0016462659696117043,0.22872991859912872,2,1376,24,26,0,0.016387701034545898,4.76837158203125e-07,1.1920928955078125e-07,0,0
43,0.070789436693303287,0.0016462659696117043,0.27600166201591492,2,1116,24,21,0,0.01950371265411377,4.76837158203125e-07,1.1920928955078125e-07,0,0
44,0.072435702662914991,0.0016462659696117043,0.4814353883266449,2,1584,24,30,0,0.01815563440322876,4.76837158203125e-07,1.1920928955078125e-07,0,0
45,0.074081968632526696,0.0016462659696117043,0.41239252686500549,2,1532,24,29,0,0.021465539932250977,4.76837158203125e-07,1.1920928955078125e-07,0,0
46,0.0757282346021384,0.0016462659696117043,0.29989597201347351,1,1585,25,30,0,0.027907133102416992,4.76837158203125e-07,1.1920928955078125e-07,0,0
47,0.077374500571750104,0.0016462659696117043,0.3939230740070343,1,1169,25,22,0,0.014529287815093994,4.76837158203125e-07,1.1920928955078125e-07,0,0
48,0.079020766541361809,0.0016462659696117043,0.23521842062473297,1,1169,25,22,0,0.019420206546783447,4.76837158203125e-07,1.1920928955078125e-07,0,0
49,0.080667032510973513,0.0016462659696117043,0.29753953218460083,2,1331,31,25,0,0.035874068737030029,5.3644180297851562e-07,1.1920928955078125e-07,0,0
50,0.082313298480585217,0.0016462659696117043,0.49692142009735107,2,1331,31,25,0,0.025710821151733398,5.3644180297851562e-07,1.1920928955078125e-07,0,0
51,0.083959564450196922,0.0016462659696117043,0.28025439381599426,2,1116,24,21,0,0.015117526054382324,5.3644180297851562e-07,1.1920928955078125e-07,0,0
52,0.085605830419808626,0.0016462659696117043,0.18676656484603882,2,1331,31,25,0,0.028435945510864258,5.3644180297851562e-07,1.1920928955078125e-07,0,0
53,0.087252096389420331,0.0016462659696117043,0.37208682298660278,2,1638,26,31,0,0.030088901519775391,5.3644180297851562e-07,1.1920928955078125e-07,0,0
54,0.088898362359032035,0.0016462659696117043,0.27503353357315063,1,1585,25,30,0,0.020385503768920898,5.3644180297851562e-07,1.1920928955078125e-07,0,0
55,0.090544628328643739,0.0016462659696117043,0.53776365518569946,2,1638,26,31,0,0.039627909660339355,5.9604644775390625e-07,1.1920928955078125e-07,0,0
56,0.092190894298255444,0.0016462659696117043,0.71176266670227051,2,1638,26,31,0,0.012606620788574219,5.9604644775390625e-07,1.1920928955078125e-07,0,0
57,0.093837160267867148,0.0016462659696117043,0.36252176761627197,2,1426,22,27,0,0.031104028224945068,5.9604644775390625e-07,1.1920928955078125e-07,0,0
58,0.095483426237478852,0.0016462659696117043,0.37443017959594727,2,1638,26,31,0,0.040462017059326172,5.9604644775390625e-07,1.1920928955078125e-07,0,0
59,0.097129692207090557,0.0016462659696117043,0.54451406002044678,2,1638,26,31,0,0.010899543762207031,5.9604644775390625e-07,1.1920928955078125e-07,0,0
60,0.098775958176702261,0.0016462659696117043,0.2174583226442337,2,1325,25,25,0,0.044934988021850586,5.9604644775390625e-07,1.1920928955078125e-07,0,0
61,0.10042222414631397,0.0016462659696117043,0.88634300231933594,2,1638,26,31,0,0.060625195503234863,5.9604644775390625e-07,1.1920928955078125e-07,0,0
62,0.10206849011592567,0.0016462659696117043,0.91343510150909424,2,1638,26,31,0,0.0171852707862854,5.9604644775390625e-07,1.1920928955078125e-07,0,0
63,0.10371475608553737,0.0016462659696117043,0.30481874942779541,2,1426,22,27,0,0.06455683708190918,5.9604644775390625e-07,1.1920928955078125e-07,0,0
64,0.10536102205514908,0.0016462659696117043,0.73942655324935913,2,1638,26,31,0,0.059082329273223877,5.9604644775390625e-07,1.1920928955078125e-07,8,1.1066002035875881e-06
65,0.10700728802476078,0.0016462659696117043,0.75723397731781006,2,1331,31,25,0,0.019504785537719727,5.9604644775390625e-07,1.1920928955078125e-07,0,0
66,0.10865355399437249,0.0016462659696117043,0.39681994915008545,2,1065,25,20,0,0.096561312675476074,5.9604644775390625e-07,1.1920928955078125e-07,0,0
67,0.11029981996398419,0.0016462659696117043,1.2799620628356934,2,1638,26,31,0,0.091451764106750488,5.9604644775390625e-07,1.1920928955078125e-07,16,2.5666867840414272e-05
68,0.1119460859335959,0.0016462659696117043,0.99414169788360596,2,1587,27,30,0,0.029090046882629395,5.9604644775390625e-07,1.1920928955078125e-07,20,2.7047147557788898e-05
69,0.1135923519032076,0.0016462659696117043,0.38049042224884033,1,1586,26,30,0,0.075608491897583008,5.9604644775390625e-07,1.1920928955078125e-07,0,0
70,0.1152386178728193,0.0016462659696117043,0.83465564250946045,1,1169,25,22,0,0.060283482074737549,5.9604644775390625e-07,1.1920928955078125e-07,28,1.4557804175708969e-05
71,0.11688488384243101,0.0016462659696117043,0.79880750179290771,2,1331,31,25,0,0.02750927209854126,5.9604644775390625e-07,1.1920928955078125e-07,0,0
72,0.11853114981204271,0.0016462659696117043,0.617989182472229,2,1585,25,30,0,0.10302603244781494,5.9604644775390625e-07,1.1920928955078125e-07,0,0
73,0.12017741578165442,0.0016462659696117043,1.3911868333816528,2,1637,25,31,0,0.095885157585144043,5.9604644775390625e-07,1.1920928955078125e-07,36,7.6169778591789723e-05
74,0.12182368175126612,0.0016462659696117043,1.0500785112380981,2,1278,30,24,0,0.032209396362304688,5.9604644775390625e-07,1.1920928955078125e-07,28,5.0029457671761808e-05
75,0.12346994772087783,0.0016462659696117043,0.35442972183227539,0,1355,30,25,0,0.081854283809661865,5.9604644775390625e-07,1.1920928955078125e-07,0,0
76,0.12511621369048953,0.0016462659696117043,0.87075024843215942,2,1320,20,25,0,0.060262382030487061,5.9604644775390625e-07,1.1920928955078125e-07,44,3.103238883721517e-05
77,0.12676247966010123,0.0016462659696117043,0.83942294120788574,2,1331,31,25,0,0.035450875759124756,5.9604644775390625e-07,1.1920928955078125e-07,0,0
78,0.12840874562971294,0.0016462659696117043,0.70175111293792725,2,1485,29,28,0,0.10827767848968506,5.9604644775390625e-07,1.1920928955078125e-07,0,0
79,0.13005501159932464,0.0016462659696117043,1.5044341087341309,2,1278,30,24,0,0.095153331756591797,5.9604644775390625e-07,1.1920928955078125e-07,52,0.00011222936390734142
80,0.13170127756893635,0.0016462659696117043,1.1709984540939331,2,1330,30,25,0,0.058941960334777832,5.9604644775390625e-07,1.1920928955078125e-07,36,6.4541996305322427e-05
81,0.13334754353854805,0.0016462659696117043,0.60021555423736572,0,1355,30,25,0,0.092376112937927246,5.9604644775390625e-07,1.1920928955078125e-07,0,0
82,0.13499380950815976,0.0016462659696117043,1.1269357204437256,0,1347,22,25,0,0.067291855812072754,5.9604644775390625e-07,1.1920928955078125e-07,60,6.2094466709795341e-05
83,0.13664007547777146,0.0016462659696117043,1.0796892642974854,0,1347,22,25,0,0.02551734447479248,5.9604644775390625e-07,1.1920928955078125e-07,12,2.8841770788002025e-06
84,0.13828634144738317,0.0016462659696117043,0.86863428354263306,2,1168,24,22,0,0.10998702049255371,5.9604644775390625e-07,1.1920928955078125e-07,0,0
85,0.13993260741699487,0.0016462659696117043,1.5920242071151733,2,1434,30,27,0,0.098517775535583496,5.9604644775390625e-07,1.1920928955078125e-07,60,0.00011592002596874257
86,0.14157887338660657,0.0016462659696117043,1.2411412000656128,2,1434,30,27,0,0.03066641092300415,7.152557373046875e-07,1.1920928955078125e-07,44,7.0408129156750881e-05
87,0.14322513935621828,0.0016462659696117043,0.73206841945648193,1,1532,24,29,0,0.075373470783233643,5.9604644775390625e-07,1.1920928955078125e-07,0,0
88,0.14487140532582998,0.0016462659696117043,1.1059868335723877,0,1408,30,26,0,0.060409367084503174,5.9604644775390625e-07,1.1920928955078125e-07,60,3.7845530340406276e-05
89,0.14651767129544169,0.0016462659696117043,0.99371939897537231,0,1355,30,25,0,0.033051848411560059,7.152557373046875e-07,1.1920928955078125e-07,0,0
90,0.14816393726505339,0.0016462659696117043,0.62339639663696289,2,1270,22,24,0,0.11467409133911133,7.152557373046875e-07,1.1920928955078125e-07,0,0
91,0.1498102032346651,0.0016462659696117043,1.5605599880218506,2,1116,24,21,0,0.10751140117645264,7.152557373046875e-07,1.1920928955078125e-07,63,0.0001172585976124647
92,0.1514564692042768,0.0016462659696117043,1.1767559051513672,2,1116,24,21,0,0.043234586715698242,7.152557373046875e-07,1.1920928955078125e-07,44,9.8292893798419229e-05
93,0.1531027351738885,0.0016462659696117043,0.6322360634803772,1,1220,24,23,0,0.080446004867553711,7.152557373046875e-07,1.1920928955078125e-07,0,0
94,0.15474900114350021,0.0016462659696117043,1.0856291055679321,1,1169,25,22,0,0.060315489768981934,7.152557373046875e-07,1.1920928955078125e-07,63,3.8958318317694132e-05
95,0.15639526711311191,0.0016462659696117043,1.0520834922790527,1,1170,26,22,0,0.033178091049194336,7.152557373046875e-07,1.1920928955078125e-07,0,0
96,0.15804153308272362,0.0016462659696117043,0.63566547632217407,2,1270,22,24,0,0.11979544162750244,7.152557373046875e-07,1.1920928955078125e-07,0,0
97,0.15968779905233532,0.0016462659696117043,1.6137063503265381,2,1638,26,31,0,0.11264228820800781,7.152557373046875e-07,1.1920928955078125e-07,50,0.00012278953975109358
98,0.16133406502194703,0.0016462659696117043,1.2048925161361694,2,1434,30,27,0,0.047147154808044434,7.152557373046875e-07,1.1920928955078125e-07,44,0.00011157305016798011
99,0.16298033099155873,0.0016462659696117043,0.65665137767791748,1,1220,24,23,0,0.082897663116455078,7.152557373046875e-07,1.7881393432617188e-07,0,0
100,0.16462659696117043,0.0016462659696117043,1.1206803321838379,1,1169,25,22,0,0.059984087944030762,7.152557373046875e-07,1.7881393432617188e-07,56,3.7755144611610976e-05
101,0.16627286293078214,0.0016462659696117043,1.063306450843811,1,1169,25,22,0,0.04555821418762207,7.152557373046875e-07,1.1920928955078125e-07,0,0
102,0.16791912890039384,0.0016462659696117043,0.56516361236572266,2,4342,26,31,1,0.12100708484649658,7.152557373046875e-07,1.7881393432617188e-07,0,0
103,0.16956539487000555,0.0016462659696117043,1.5787540674209595,2,1066,26,20,0,0.11468005180358887,7.152557373046875e-07,1.1920928955078125e-07,56,0.00013382778185321123
104,0.17121166083961725,0.0016462659696117043,1.1956088542938232,2,1331,31,25,0,0.039613127708435059,7.152557373046875e-07,1.1920928955078125e-07,44,0.00012232887610956548
105,0.17285792680922896,0.0016462659696117043,0.46770548820495605,0,1301,29,24,0,0.080897927284240723,7.152557373046875e-07,1.7881393432617188e-07,0,0
106,0.17450419277884066,0.0016462659696117043,1.0847156047821045,0,1408,30,26,0,0.069026172161102295,7.152557373046875e-07,1.7881393432617188e-07,56,3.913915289546613e-05
107,0.17615045874845237,0.0016462659696117043,1.1033743619918823,0,1408,30,26,0,0.029017806053161621,7.152557373046875e-07,1.7881393432617188e-07,10,3.365010950777653e-06
108,0.17779672471806407,0.0016462659696117043,0.61445873975753784,2,3769,25,20,1,0.12144982814788818,7.152557373046875e-07,1.7881393432617188e-07,0,0
109,0.17944299068767577,0.0016462659696117043,1.5955798625946045,2,1066,26,20,0,0.11960375308990479,7.152557373046875e-07,1.7881393432617188e-07,56,0.00013797303905113757
110,0.18108925665728748,0.0016462659696117043,1.4149514436721802,2,1372,20,26,0,0.043027043342590332,8.3446502685546875e-07,1.7881393432617188e-07,44,0.00013602440195743516
111,0.18273552262689918,0.0016462659696117043,0.61734300851821899,0,1295,23,24,0,0.086660146713256836,8.3446502685546875e-07,1.7881393432617188e-07,0,0
112,0.18438178859651089,0.0016462659696117043,1.1875168085098267,0,1347,22,25,0,0.086154460906982422,7.152557373046875e-07,1.7881393432617188e-07,56,4.2070951672454439e-05
113,0.18602805456612259,0.0016462659696117043,1.1677511930465698,0,1347,22,25,0,0.028157055377960205,8.3446502685546875e-07,1.7881393432617188e-07,19,1.9405553625630174e-05
114,0.1876743205357343,0.0016462659696117043,0.67027097940444946,2,4292,28,30,1,0.12263906002044678,8.3446502685546875e-07,1.7881393432617188e-07,0,0
115,0.189320586505346,0.0016462659696117043,1.5335155725479126,2,1383,31,26,0,0.12411653995513916,8.3446502685546875e-07,1.7881393432617188e-07,58,0.00012969255263511984
116,0.1909668524749577,0.0016462659696117043,1.5323116779327393,2,1383,31,26,0,0.040892839431762695,8.3446502685546875e-07,1.7881393432617188e-07,44,0.0001479179888353537
117,0.19261311844456941,0.0016462659696117043,0.63038069009780884,2,1435,31,27,0,0.079368710517883301,8.3446502685546875e-07,1.7881393432617188e-07,0,0
118,0.19425938441418111,0.0016462659696117043,1.1302686929702759,0,1347,22,25,0,0.10230571031570435,8.3446502685546875e-07,1.7881393432617188e-07,59,3.3350478221624333e-05
119,0.19590565038379282,0.0016462659696117043,1.2631239891052246,0,1347,22,25,0,0.035511374473571777,8.3446502685546875e-07,1.7881393432617188e-07,52,4.0390146381808467e-05
120,0.19755191635340452,0.0016462659696117043,0.74223262071609497,2,3930,30,23,1,0.11806797981262207,8.3446502685546875e-07,1.7881393432617188e-07,0,0
121,0.19919818232301623,0.0016462659696117043,1.5427118539810181,2,1278,30,24,0,0.12630617618560791,8.3446502685546875e-07,1.7881393432617188e-07,44,0.00011555655537666905
122,0.20084444829262793,0.0016462659696117043,1.679101824760437,2,1372,20,26,0,0.055221199989318848,8.3446502685546875e-07,1.7881393432617188e-07,44,0.00014685979115162742
123,0.20249071426223963,0.0016462659696117043,0.75017720460891724,2,1383,31,26,0,0.076496243476867676,8.3446502685546875e-07,1.7881393432617188e-07,0,0
124,0.20413698023185134,0.0016462659696117043,1.1393647193908691,0,1347,22,25,0,0.11415117979049683,8.3446502685546875e-07,1.7881393432617188e-07,54,2.3157451065326202e-05
125,0.20578324620146304,0.0016462659696117043,1.2902129888534546,2,1372,20,26,0,0.045678913593292236,8.3446502685546875e-07,1.7881393432617188e-07,20,5.0834945919842713e-05
126,0.20742951217107475,0.0016462659696117043,0.85435199737548828,2,4181,21,28,1,0.12513577938079834,8.3446502685546875e-07,1.7881393432617188e-07,0,0
127,0.20907577814068645,0.0016462659696117043,1.4748529195785522,2,1278,30,24,0,0.12852859497070312,8.3446502685546875e-07,1.7881393432617188e-07,56,0.00012006465906475543
128,0.21063728560693562,0.0015615074662491679,1.7990195751190186,2,1372,20,26,0,0.064617395401000977,8.3446502685546875e-07,1.7881393432617188e-07,44,0.0001571539879979237
129,0.21228355157654732,0.0016462659696117043,1.0961657762527466,2,1320,20,25,0,0.088471770286560059,8.3446502685546875e-07,1.7881393432617188e-07,8,1.1295984818121886e-06
130,0.21392981754615903,0.0016462659696117043,1.2154262065887451,0,1347,22,25,0,0.12807726860046387,9.5367431640625e-07,2.9802322387695312e-07,48,4.6175634465755667e-05
131,0.21557608351577073,0.0016462659696117043,1.4978293180465698,2,1331,31,25,0,0.082099974155426025,8.3446502685546875e-07,1.7881393432617188e-07,58,0.0001085898379723246
132,0.21722234948538244,0.0016462659696117043,0.90979081392288208,2,4190,30,28,1,0.11961781978607178,8.3446502685546875e-07,1.7881393432617188e-07,8,1.0036952212739856e-05
133,0.21886861545499414,0.0016462659696117043,1.4199562072753906,2,1434,30,27,0,0.13747644424438477,9.5367431640625e-07,1.7881393432617188e-07,48,8.5838304103694321e-05
134,0.22051488142460585,0.0016462659696117043,1.6971864700317383,2,1372,20,26,0,0.069329738616943359,8.3446502685546875e-07,1.7881393432617188e-07,44,0.00017844058862118395
135,0.22216114739421755,0.0016462659696117043,1.2861685752868652,2,1372,20,26,0,0.09194648265838623,8.3446502685546875e-07,1.7881393432617188e-07,20,6.4113001131906313e-06
136,0.22380741336382926,0.0016462659696117043,1.1013681888580322,0,1347,22,25,0,0.1201590895652771,9.5367431640625e-07,2.9802322387695312e-07,23,2.7014152275455502e-05
137,0.22545367933344096,0.0016462659696117043,1.5597052574157715,2,1331,31,25,0,0.10059523582458496,8.3446502685546875e-07,1.7881393432617188e-07,46,0.00010188920966422089
138,0.22709994530305266,0.0016462659696117043,1.08376145362854,2,4190,30,28,1,0.11740994453430176,8.3446502685546875e-07,1.7881393432617188e-07,16,3.0073577918720229e-05
139,0.22874621127266437,0.0016462659696117043,1.2653533220291138,2,1434,30,27,0,0.13792753219604492,9.5367431640625e-07,1.7881393432617188e-07,34,6.4946815365324721e-05
140,0.23039247724227607,0.0016462659696117043,1.6812396049499512,2,1372,20,26,0,0.082844376564025879,8.3446502685546875e-07,1.7881393432617188e-07,61,0.00014690862316289727
141,0.23203874321188778,0.0016462659696117043,1.3656306266784668,2,1372,20,26,0,0.085230112075805664,9.5367431640625e-07,1.7881393432617188e-07,20,1.5132850185912462e-05
142,0.23368500918149948,0.0016462659696117043,1.0818495750427246,1,1169,25,22,0,0.11799490451812744,9.5367431640625e-07,3.5762786865234375e-07,37,2.520979569814361e-05
143,0.23533127515111119,0.0016462659696117043,1.6201325654983521,2,1637,25,31,0,0.11213314533233643,8.3446502685546875e-07,2.9802322387695312e-07,48,0.00011203346047329052
144,0.23697754112072289,0.0016462659696117043,1.2567927837371826,2,4190,30,28,1,0.11104202270507812,9.5367431640625e-07,1.7881393432617188e-07,20,3.8326583981219934e-05
145,0.23862380709033459,0.0016462659696117043,1.2386475801467896,2,1434,30,27,0,0.13689136505126953,9.5367431640625e-07,1.7881393432617188e-07,25,5.2187889346923728e-05
146,0.2402700730599463,0.0016462659696117043,1.6784310340881348,2,1331,31,25,0,0.098464369773864746,9.5367431640625e-07,1.7881393432617188e-07,44,0.00012706625464550732
147,0.241916339029558,0.0016462659696117043,1.3634275197982788,2,1372,20,26,0,0.079042017459869385,9.5367431640625e-07,2.9802322387695312e-07,40,2.9499147201149256e-05
148,0.24356260499916971,0.0016462659696117043,0.96992462873458862,1,1169,25,22,0,0.11906915903091431,9.5367431640625e-07,3.5762786865234375e-07,36,2.7645673369771733e-05
149,0.24520887096878141,0.0016462659696117043,1.6982107162475586,2,1383,31,26,0,0.11502104997634888,9.5367431640625e-07,2.9802322387695312e-07,41,7.6247743644506464e-05
150,0.24685513693839312,0.0016462659696117043,1.4107296466827393,2,4190,30,28,1,0.10988283157348633,9.5367431640625e-07,1.7881393432617188e-07,20,4.4111420155528809e-05
151,0.24850140290800482,0.0016462659696117043,1.2506811618804932,2,3930,30,23,1,0.13230228424072266,9.5367431640625e-07,2.9802322387695312e-07,28,4.9262229461484925e-05
152,0.25014766887761652,0.0016462659696117043,1.6853945255279541,2,1383,31,26,0,0.12355279922485352,9.5367431640625e-07,1.7881393432617188e-07,60,0.00012432641156914448
153,0.25179393484722823,0.0016462659696117043,1.4249204397201538,2,1383,31,26,0,0.095904111862182617,9.5367431640625e-07,2.9802322387695312e-07,43,4.61054748047561e-05
154,0.25344020081683993,0.0016462659696117043,0.9071962833404541,2,4024,20,25,1,0.11930853128433228,9.5367431640625e-07,3.5762786865234375e-07,36,4.4036673055684187e-05
155,0.25508646678645164,0.0016462659696117043,1.6922154426574707,2,1486,30,28,0,0.12013083696365356,9.5367431640625e-07,2.9802322387695312e-07,49,9.3417145657025683e-05
156,0.25673273275606334,0.0016462659696117043,1.5208594799041748,2,4292,28,30,1,0.091391801834106445,9.5367431640625e-07,2.9802322387695312e-07,23,6.0596850067340507e-05
157,0.25837899872567505,0.0016462659696117043,1.3553698062896729,2,4181,21,28,1,0.13288712501525879,9.5367431640625e-07,2.9802322387695312e-07,34,3.9855694673616411e-05
158,0.26002526469528675,0.0016462659696117043,1.7103866338729858,2,1434,30,27,0,0.11342012882232666,9.5367431640625e-07,2.9802322387695312e-07,52,0.00010935782621317127
159,0.26167153066489846,0.0016462659696117043,1.5093526840209961,2,1383,31,26,0,0.09769141674041748,9.5367431640625e-07,2.9802322387695312e-07,41,4.6865341514410406e-05
160,0.26331779663451016,0.0016462659696117043,0.95824652910232544,2,4342,26,31,1,0.12308931350708008,9.5367431640625e-07,3.5762786865234375e-07,43,3.2970388026222425e-05
161,0.26496406260412186,0.0016462659696117043,1.6887085437774658,2,1486,30,28,0,0.11166125535964966,9.5367431640625e-07,3.5762786865234375e-07,41,0.000106732208357522
162,0.26661032857373357,0.0016462659696117043,1.5825133323669434,2,3819,23,21,1,0.10484689474105835,9.5367431640625e-07,2.9802322387695312e-07,25,5.9894596964165654e-05
163,0.26825659454334527,0.0016462659696117043,1.4556818008422852,2,4181,21,28,1,0.13519227504730225,9.5367431640625e-07,2.9802322387695312e-07,22,3.0157371169757499e-05
164,0.26990286051295698,0.0016462659696117043,1.7583171129226685,2,1434,30,27,0,0.099104762077331543,9.5367431640625e-07,2.9802322387695312e-07,52,0.00011089114181416832
165,0.27154912648256868,0.0016462659696117043,1.6196773052215576,2,1383,31,26,0,0.10103201866149902,9.5367431640625e-07,2.9802322387695312e-07,48,5.0787818950514791e-05
166,0.27319539245218039,0.0016462659696117043,0.96590417623519897,2,4342,26,31,1,0.12351542711257935,1.0132789611816406e-06,3.5762786865234375e-07,28,3.2350753511975939e-05
167,0.27484165842179209,0.0016462659696117043,1.7329041957855225,2,1537,29,29,0,0.11606413125991821,9.5367431640625e-07,3.5762786865234375e-07,49,0.00010753674065323865
168,0.27648792439140379,0.0016462659696117043,1.7323565483093262,2,1383,31,26,0,0.10553061962127686,9.5367431640625e-07,2.9802322387695312e-07,28,6.9774098620970588e-05
